epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,2652.43,0.88942,0.56719,0.97132,1,0.88128,0.95296,0.59901,1.30881,0.85236,1.26386,0.0005084,0.0005084,0.0005084
115,2673.76,0.81234,0.53229,0.9579,0.99955,0.88235,0.96036,0.59615,1.30609,0.85385,1.27499,0.0004952,0.0004952,0.0004952
116,2695.39,0.87999,0.52853,0.93906,1,0.88191,0.95564,0.59497,1.33488,0.84451,1.29351,0.000482,0.000482,0.000482
117,2717.07,0.84158,0.51501,0.9711,1,0.88191,0.95564,0.59497,1.33488,0.84451,1.29351,0.0004688,0.0004688,0.0004688
118,2738.65,0.88376,0.53351,0.98845,1,0.88175,0.95135,0.60375,1.34886,0.84089,1.30335,0.0004556,0.0004556,0.0004556
119,2761.41,0.88417,0.5117,0.94402,1,0.98053,0.995,0.59395,1.33622,0.83527,1.31356,0.0004424,0.0004424,0.0004424
120,2783.68,0.81191,0.53633,0.95127,1,0.97388,0.995,0.60731,1.33408,0.82634,1.32269,0.0004292,0.0004292,0.0004292
121,2805.92,0.79194,0.53026,0.98768,1,0.97388,0.995,0.60731,1.33408,0.82634,1.32269,0.000416,0.000416,0.000416
122,2827.57,0.85977,0.52984,0.94343,1,0.93751,0.99222,0.60233,1.32677,0.80337,1.32199,0.0004028,0.0004028,0.0004028
123,2849.89,0.7952,0.51579,0.97259,1,0.93843,0.99222,0.61883,1.33129,0.8162,1.30337,0.0003896,0.0003896,0.0003896
124,2871.55,0.85141,0.53573,0.94135,0.99356,0.88235,0.95183,0.59713,1.33467,0.81345,1.2942,0.0003764,0.0003764,0.0003764
125,2892.67,0.80816,0.48386,0.93879,0.99356,0.88235,0.95183,0.59713,1.33467,0.81345,1.2942,0.0003632,0.0003632,0.0003632
126,2914.39,0.8578,0.53061,0.96542,0.99536,0.88235,0.93736,0.58809,1.35365,0.81796,1.29631,0.00035,0.00035,0.00035
127,2936.24,0.77216,0.48072,0.93187,0.99812,0.88235,0.93751,0.58314,1.37056,0.81619,1.30557,0.0003368,0.0003368,0.0003368
128,2957.86,0.71053,0.49237,0.90796,1,0.93355,0.98196,0.58675,1.35755,0.78643,1.30153,0.0003236,0.0003236,0.0003236
129,2979.41,0.767,0.47112,0.94362,1,0.93355,0.98196,0.58675,1.35755,0.78643,1.30153,0.0003104,0.0003104,0.0003104
130,3000.7,0.78196,0.4646,0.90138,0.98811,1,0.995,0.59933,1.3474,0.75167,1.30859,0.0002972,0.0002972,0.0002972
131,3022.11,0.74392,0.50225,0.94311,0.98818,1,0.995,0.60238,1.33409,0.74432,1.31453,0.000284,0.000284,0.000284
132,3043.58,0.90071,0.4895,0.95503,0.98797,1,0.995,0.6086,1.3263,0.73787,1.32548,0.0002708,0.0002708,0.0002708
133,3064.98,0.87587,0.49162,0.95157,0.98797,1,0.995,0.6086,1.3263,0.73787,1.32548,0.0002576,0.0002576,0.0002576
134,3086.63,0.81232,0.4702,0.91082,0.98805,1,0.995,0.61918,1.31265,0.73527,1.32616,0.0002444,0.0002444,0.0002444
135,3108.54,0.76792,0.47965,0.9411,0.98971,1,0.995,0.61958,1.3098,0.72814,1.32864,0.0002312,0.0002312,0.0002312
136,3130.76,0.74721,0.48315,0.9275,0.98989,1,0.995,0.61052,1.32148,0.72664,1.33022,0.000218,0.000218,0.000218
137,3153.12,0.7273,0.46336,0.91562,0.98989,1,0.995,0.61052,1.32148,0.72664,1.33022,0.0002048,0.0002048,0.0002048
138,3174.9,0.73454,0.465,0.93033,0.98989,1,0.995,0.61906,1.331,0.72084,1.33186,0.0001916,0.0001916,0.0001916
139,3196.95,0.72913,0.48121,0.929,0.99005,1,0.995,0.61694,1.33715,0.71519,1.33269,0.0001784,0.0001784,0.0001784
140,3218.54,0.76233,0.47876,0.95817,0.98844,1,0.995,0.6128,1.34706,0.7094,1.33213,0.0001652,0.0001652,0.0001652
141,3240.91,0.74564,0.5142,0.94544,0.98844,1,0.995,0.6128,1.34706,0.7094,1.33213,0.000152,0.000152,0.000152
142,3262.96,0.79843,0.51331,0.94537,0.99031,1,0.995,0.61513,1.34535,0.70095,1.32851,0.0001388,0.0001388,0.0001388
143,3284.61,0.79497,0.49333,0.94806,0.99209,1,0.995,0.6263,1.34529,0.70452,1.3169,0.0001256,0.0001256,0.0001256
144,3305.99,0.73361,0.47768,0.91774,0.99543,1,0.995,0.61764,1.34687,0.72228,1.31337,0.0001124,0.0001124,0.0001124
145,3327.15,0.77216,0.50052,0.96616,0.99543,1,0.995,0.61764,1.34687,0.72228,1.31337,9.92e-05,9.92e-05,9.92e-05
146,3348.45,0.7285,0.47382,0.94952,1,0.99792,0.995,0.61754,1.34607,0.72754,1.31812,8.6e-05,8.6e-05,8.6e-05
147,3370.14,0.77419,0.49664,0.97358,1,0.99339,0.995,0.62081,1.35061,0.71992,1.33063,7.28e-05,7.28e-05,7.28e-05
148,3392.58,0.76362,0.47243,0.94316,1,0.99092,0.995,0.61092,1.34668,0.72534,1.33561,5.96e-05,5.96e-05,5.96e-05
149,3413.65,0.76258,0.47351,0.92275,1,0.99092,0.995,0.61092,1.34668,0.72534,1.33561,4.64e-05,4.64e-05,4.64e-05
150,3435.02,0.70465,0.45601,0.91138,1,0.99042,0.995,0.61669,1.34127,0.72703,1.33647,3.32e-05,3.32e-05,3.32e-05
